Направление подготовки: Лечебное дело,,,,,,,
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
1,4133912,273,"Биология - 85
Химия - 91 Русский язык - 94",3,,2,Согласие
2,3874453,264,"Биология - 88
Химия - 88 Русский язык - 78",10,,1,Нет
3,3724745,209,"Биология - 55
Химия - 82 Русский язык - 63",9,,1,Нет
4,4083646,0,,0,,1,Нет
Предложение РвР № 226134,,,,,,,
1,3653708,230,"Биология - 77
Химия - 82 Русский язык - 70",1,,1,Нет
2,3824631,212,"Биология - 68
Химия - 84 Русский язык - 60",0,,1,Согласие
3,3890559,209,"Биология - 77
Химия - 62 Русский язык - 70",0,,2,Согласие
4,3933923,180,"Биология - 50
Химия - 60 Русский язык - 70",0,,1,Нет
5,4011666,178,"Биология - 60
Химия - 58 Русский язык - 60",0,,1,Нет
6,3827236,147,"Биология - 50
Химия - 48 Русский язык - 49",0,,1,Нет
7,3857906,3,,3,,1,Согласие
8,3996169,0,,0,,1,Нет
Предложение РвР № 197346,,,,,,,
1,4249356,254,"Биология - 75
Химия - 99 Русский язык - 70",10,,2,Согласие
2,3560907,209,"Биология - 74
Химия - 77 Русский язык - 55",3,,1,Нет
3,3639132,136,"Биология - 51
Химия - 36 Русский язык - 49",0,,1,Нет
4,4228387,0,,0,,1,Нет
Предложение РвР № 226120,,,,,,,
1,3869571,266,"Биология - 96
Химия - 77 Русский язык - 83",10,,1,Нет
2,3832261,256,"Биология - 81
Химия - 82 Русский язык - 83",10,,1,Согласие
3,4005134,229,"Биология - 76
Химия - 70 Русский язык - 73",10,,1,Согласие
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
4,4036351,206,"Биология - 56
Химия - 74 Русский язык - 69",7,,1,Нет
5,4118594,187,"Биология - 73
Химия - 55 Русский язык - 54",5,,1,Согласие
6,4228987,45,"Биология - 40
Химия - 0",5,,1,Согласие
Предложение РвР № 192683,,,,,,,
1,3991902,213,"Биология - 61
Химия - 77 Русский язык - 70",5,,1,Нет
2,4082105,191,"Биология - 66
Химия - 70 Русский язык - 55",0,,1,Нет
3,3838166,0,,0,,1,Согласие
Предложение РвР № 192672,,,,,,,
1,3863421,216,"Биология - 80
Химия - 66 Русский язык - 70",0,,1,Нет
Предложение РвР № 192695,,,,,,,
1,3926513,237,"Биология - 70
Химия - 84 Русский язык - 83",0,,1,Согласие
2,4193488,66,Русский язык - 66,0,,1,Согласие
Предложение РвР № 177274,,,,,,,
1,3929095,232,"Биология - 80
Химия - 79 Русский язык - 73",0,,5,Нет
2,3917984,0,,0,,1,Нет
Предложение РвР № 226178,,,,,,,
1,3560084,241,"Биология - 77
Химия - 79 Русский язык - 75",10,,1,Нет
Предложение РвР № 192678,,,,,,,
1,3847592,197,"Биология - 58
Химия - 69 Русский язык - 70",0,,1,Нет
2,4087109,192,"Биология - 61
Химия - 70 Русский язык - 61",0,,1,Нет
"ЛЕЧЕБНОЕ ДЕЛО (ЦЕЛЕВАЯ КВОТА МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ
РЯЗАНСКОЙ ОБЛАСТИ) (Специалитет) Мест: 100",,,,,,,
Предложение РвР № 201788,,,,,,,
1,3844465,261,"Биология - 88
Химия - 84 Русский язык - 89",0,,1,Нет
2,4235712,257,"Биология - 86
Химия - 80 Русский язык - 81",10,,3,Согласие
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
3,4048378,237,"Биология - 74
Химия - 73 Русский язык - 83",7,,1,Согласие
4,3886139,235,"Биология - 60
Химия - 79 Русский язык - 81",15,,1,Согласие
5,3603609,234,"Биология - 79
Химия - 86 Русский язык - 69",0,,1,Согласие
6,3993666,228,"Биология - 77
Химия - 71 Русский язык - 70",10,,2,Согласие
7,3864652,223,"Биология - 78
Химия - 84 Русский язык - 61",0,Пр.право,1,Нет
8,3571825,219,"Биология - 73
Химия - 69 Русский язык - 72",5,,1,Нет
9,3987351,219,"Биология - 70
Химия - 71 Русский язык - 67",11,,1,Согласие
10,4048297,210,"Биология - 76
Химия - 61 Русский язык - 63",10,,1,Нет
11,3912926,202,"Биология - 66
Химия - 62 Русский язык - 64",10,,1,Согласие
12,4216296,198,"Биология - 61
Химия - 66 Русский язык - 61",10,,1,Нет
13,3741627,192,"Биология - 60
Химия - 69 Русский язык - 63",0,,1,Согласие
14,3897124,178,"Биология - 58
Химия - 47 Русский язык - 70",3,,1,Нет
15,3873446,36,"Биология - 0
Химия - 0 Русский язык - 36",0,,1,Нет
16,3744098,10,,10,,1,Нет
17,3744997,10,,10,,1,Нет
18,3747507,10,,10,,1,Согласие
19,3598137,0,,0,,1,Согласие
20,3746056,0,,0,,1,Согласие
21,3822333,0,,0,,1,Согласие
22,3750076,0,,0,,1,Нет
Предложение РвР № 203024,,,,,,,
1,4203211,291,"Биология - 93
Химия - 97 Русский язык - 91",10,,5,Согласие
2,4236845,281,"Биология - 85
Химия - 95 Русский язык - 91",10,,2,Согласие
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
3,3894635,279,"Биология - 86
Химия - 100 Русский язык - 83",10,,3,Согласие
4,4053319,278,"Биология - 96
Химия - 99 Русский язык - 73",10,,2,Согласие
5,3965689,264,"Биология - 80
Химия - 88 Русский язык - 81",15,,1,Согласие
6,3640533,257,"Биология - 83
Химия - 86 Русский язык - 73",15,,1,Согласие
7,3578392,251,"Биология - 79
Химия - 86 Русский язык - 78",8,,1,Нет
8,4208635,240,"Биология - 75
Химия - 80 Русский язык - 75",10,,1,Согласие
9,3760045,230,"Биология - 73
Химия - 90 Русский язык - 67",0,,2,Нет
10,3571210,223,"Биология - 74
Химия - 79 Русский язык - 70",0,,1,Согласие
11,4023350,216,"Биология - 66
Химия - 69 Русский язык - 70",11,,4,Нет
12,3585037,5,,5,,1,Нет
13,3914352,0,,0,,1,Согласие
Предложение РвР № 204203,,,,,,,
1,3893535,267,"Биология - 86
Химия - 88 Русский язык - 83",10,,1,Нет
2,3620506,260,"Биология - 85
Химия - 84 Русский язык - 86",5,,2,Нет
3,3907324,252,"Биология - 83
Химия - 82 Русский язык - 72",15,,1,Согласие
4,3905364,252,"Биология - 79
Химия - 86 Русский язык - 72",15,,1,Согласие
5,3934104,250,"Биология - 81
Химия - 80 Русский язык - 81",8,,1,Нет
6,3761158,250,"Биология - 70
Химия - 97 Русский язык - 73",10,,1,Нет
7,3921956,234,"Биология - 79
Химия - 70 Русский язык - 70",15,,1,Согласие
8,3570261,223,"Биология - 60
Химия - 84",10,,1,Согласие
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
,,,Русский язык - 69,,,,
9,3739620,220,"Биология - 70
Химия - 70 Русский язык - 70",10,,1,Согласие
10,3902751,219,"Биология - 65
Химия - 75 Русский язык - 69",10,Пр.право,1,Согласие
11,3928836,217,"Биология - 86
Химия - 62 Русский язык - 63",6,,1,Согласие
12,4226357,213,"Биология - 76
Химия - 68 Русский язык - 66",3,,1,Нет
13,3723038,202,"Биология - 58
Химия - 75 Русский язык - 63",6,,1,Нет
14,3885979,196,"Биология - 61
Химия - 71 Русский язык - 64",0,,1,Согласие
15,4153358,163,"Биология - 56
Химия - 38 Русский язык - 66",3,,1,Нет
16,3762215,155,"Биология - 41
Химия - 48 Русский язык - 66",0,,2,Согласие
17,3746473,10,,10,,1,Нет
18,3745816,7,,7,,1,Нет
19,3584779,5,,5,,1,Нет
20,4187288,5,,5,,1,Согласие
21,3742863,4,,4,,1,Нет
22,3747247,4,,4,,1,Нет
23,4237786,0,,0,Пр.право,1,Согласие
Предложение РвР № 204209,,,,,,,
1,4125634,223,"Биология - 65
Химия - 82 Русский язык - 66",10,,3,Согласие
2,4145556,203,"Биология - 78
Химия - 58 Русский язык - 67",0,,1,Согласие
3,3729057,193,"Биология - 62
Химия - 64 Русский язык - 67",0,,1,Нет
Предложение РвР № 201824,,,,,,,
1,3605464,268,"Биология - 81
Химия - 91 Русский язык - 86",10,,1,Нет
2,4051299,219,"Биология - 75
Химия - 70 Русский язык - 64",10,,1,Согласие
3,4201298,176,"Биология - 53
Химия - 40 Русский язык - 81",2,Пр.право,1,Нет
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
Предложение РвР № 201810,,,,,,,
1,3886279,230,"Биология - 74
Химия - 90 Русский язык - 58",8,,1,Согласие
Предложение РвР № 201821,,,,,,,
1,3947431,248,"Биология - 65
Химия - 97 Русский язык - 73",13,,1,Нет
2,4047627,203,"Биология - 50
Химия - 84 Русский язык - 66",3,,1,Согласие
3,3706265,195,"Биология - 55
Химия - 62 Русский язык - 70",8,,1,Нет
4,3965474,187,"Биология - 55
Химия - 65 Русский язык - 61",6,,1,Нет
Предложение РвР № 201771,,,,,,,
1,4247454,234,"Биология - 74
Химия - 88 Русский язык - 66",6,,1,Нет
2,3994735,233,"Биология - 73
Химия - 78 Русский язык - 72",10,,1,Согласие
3,4067149,225,"Биология - 79
Химия - 75 Русский язык - 63",8,,1,Согласие
4,3917397,208,"Биология - 60
Химия - 61 Русский язык - 73",14,,1,Нет
Предложение РвР № 201836,,,,,,,
1,3976376,265,"Биология - 77
Химия - 95 Русский язык - 78",15,,3,Согласие
2,4181052,14,,14,,1,Согласие
Предложение РвР № 202999,,,,,,,
1,3930090,236,"Биология - 80
Химия - 84 Русский язык - 69",3,,1,Нет
2,4055749,236,"Биология - 71
Химия - 86 Русский язык - 69",10,,1,Согласие
Предложение РвР № 202922,,,,,,,
1,4064076,230,"Биология - 79
Химия - 75 Русский язык - 70",6,,1,Нет
2,3977138,218,"Биология - 68
Химия - 73 Русский язык - 67",10,,1,Согласие
3,4240811,211,"Биология - 73
Химия - 57 Русский язык - 81",0,,1,Согласие
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
4,4141481,166,"Биология - 58
Химия - 48 Русский язык - 57",3,,1,Нет
Предложение РвР № 201817,,,,,,,
1,3944307,294,"Биология - 90
Химия - 95 Русский язык - 94",15,,2,Нет
Предложение РвР № 201808,,,,,,,
1,3997713,245,"Биология - 75
Химия - 93 Русский язык - 72",5,,1,Согласие
Предложение РвР № 202977,,,,,,,
1,4012068,202,"Биология - 66
Химия - 66 Русский язык - 70",0,,1,Согласие
Предложение РвР № 201783,,,,,,,
1,3560755,242,"Биология - 66
Химия - 90 Русский язык - 81",5,,1,Нет
Предложение РвР № 201764,,,,,,,
1,3560236,177,"Биология - 56
Химия - 64 Русский язык - 57",0,,1,Нет
Предложение РвР № 204224,,,,,,,
1,4184761,209,"Биология - 72
Химия - 55 Русский язык - 67",15,,1,Согласие
Предложение РвР № 201775,,,,,,,
1,4193544,133,"Биология - 56
Химия - 0 Русский язык - 67",10,,1,Согласие
Предложение РвР № 201799,,,,,,,
1,4159422,0,,0,,1,Согласие
Предложение РвР № 201829,,,,,,,
1,4213302,0,,0,,1,Согласие
"ЛЕЧЕБНОЕ ДЕЛО (ЦЕЛЕВАЯ КВОТА МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ
ВЛАДИМИРСКОЙ ОБЛАСТИ) (Специалитет) Мест: 5",,,,,,,
"ЛЕЧЕБНОЕ ДЕЛО (ЦЕЛЕВАЯ КВОТА ЦЕНТРАЛЬНАЯ ДИРЕКЦИЯ ЗДРАВООХРАНЕНИЯ
АО РЖД) (Специалитет) Мест: 3",,,,,,,
Предложение РвР № 174716,,,,,,,
1,3868640,218,"Биология - 65
Химия - 69 Русский язык - 75",9,,1,Согласие
2,3961366,0,,0,Пр.право,1,Нет
"ЛЕЧЕБНОЕ ДЕЛО (ЦЕЛЕВАЯ КВОТА УФСИН ПО РЯЗАНСКОЙ ОБЛАСТИ) (Специалитет)
Мест: 3",,,,,,,
Предложение РвР № 232938,,,,,,,
1,3733092,204,"Биология - 66
Химия - 56 Русский язык - 73",9,,2,Согласие
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
"ЛЕЧЕБНОЕ ДЕЛО (ЦЕЛЕВАЯ КВОТА МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ ТУЛЬСКОЙ
ОБЛАСТИ) (Специалитет) Мест: 30",,,,,,,
Предложение РвР № 169866,,,,,,,
1,3574645,229,"Биология - 76
Химия - 84 Русский язык - 69",0,,1,Нет
2,4033105,229,"Биология - 72
Химия - 77 Русский язык - 69",11,,1,Нет
3,3579859,228,"Биология - 71
Химия - 77 Русский язык - 67",13,Пр.право,1,Нет
4,3617453,211,"Биология - 60
Химия - 71 Русский язык - 67",13,,1,Нет
5,4130092,207,"Биология - 65
Химия - 62 Русский язык - 70",10,Пр.право,1,Нет
6,3634059,198,"Биология - 70
Химия - 53 Русский язык - 63",12,Пр.право,1,Нет
Предложение РвР № 169536,,,,,,,
1,3721184,260,"Биология - 80
Химия - 86 Русский язык - 81",13,,1,Нет
Предложение РвР № 169877,,,,,,,
1,3768951,279,"Биология - 86
Химия - 84 Русский язык - 94",15,,3,Согласие
Предложение РвР № 169446,,,,,,,
1,3928725,142,"Биология - 38
Химия - 52 Русский язык - 46",6,Пр.право,1,Нет
2,3867228,15,,15,,1,Согласие
3,3591042,12,,12,,1,Нет
Предложение РвР № 169911,,,,,,,
1,3849038,224,"Биология - 73
Химия - 84 Русский язык - 67",0,,1,Нет
2,3907046,219,"Биология - 63
Химия - 65 Русский язык - 83",8,,1,Согласие
3,3952284,181,"Биология - 53
Химия - 66 Русский язык - 57",5,,2,Нет
Предложение РвР № 169492,,,,,,,
1,3910728,277,"Биология - 83
Химия - 90 Русский язык - 89",15,,3,Нет
2,4119363,243,"Биология - 72
Химия - 80 Русский язык - 81",10,Пр.право,1,Нет
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
3,3988297,219,"Биология - 73
Химия - 77 Русский язык - 64",5,,1,Нет
4,4046052,213,"Биология - 65
Химия - 65 Русский язык - 78",5,Пр.право,1,Нет
Предложение РвР № 169891,,,,,,,
1,4152878,234,"Биология - 76
Химия - 88 Русский язык - 60",10,,1,Согласие
2,3915471,189,"Биология - 70
Химия - 47 Русский язык - 72",0,,1,Нет
